2007 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place [Event:13745 Phase:FinalResults Generated:2008-09-03T12:43:44 Cycle:349e38e7-5eda-4bc7-a4a0-805bff59620f Created:2008-08-13T17:22:12 Environment:TEST Site:Primary Server:TST-VTR04 Version:4.8.0.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,125,Hume,939,Koorawatha,18135,GRANT,David,5,N,N,ALP,Labor,101,11.71
NSW,125,Hume,940,Laggan,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,190,-3.27
NSW,125,Hume,940,Laggan,18135,GRANT,David,5,N,N,ALP,Labor,60,3.27
NSW,125,Hume,941,Maimuru,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,52,-10.87
NSW,125,Hume,941,Maimuru,18135,GRANT,David,5,N,N,ALP,Labor,10,10.87
NSW,125,Hume,943,Marulan,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,331,-15.77
NSW,125,Hume,943,Marulan,18135,GRANT,David,5,N,N,ALP,Labor,308,15.77
NSW,125,Hume,1298,Milvale,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,55,1.75
NSW,125,Hume,1298,Milvale,18135,GRANT,David,5,N,N,ALP,Labor,2,-1.75
NSW,125,Hume,2798,Mittagong,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,1332,-8.76
NSW,125,Hume,2798,Mittagong,18135,GRANT,David,5,N,N,ALP,Labor,1206,8.76
NSW,125,Hume,2799,Mittagong South,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,601,-7.64
NSW,125,Hume,2799,Mittagong South,18135,GRANT,David,5,N,N,ALP,Labor,435,7.64
NSW,125,Hume,945,Monteagle,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,102,-2.81
NSW,125,Hume,945,Monteagle,18135,GRANT,David,5,N,N,ALP,Labor,50,2.81
NSW,125,Hume,2800,Moss Vale,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,747,-14.29
NSW,125,Hume,2800,Moss Vale,18135,GRANT,David,5,N,N,ALP,Labor,844,14.29
NSW,125,Hume,2801,Moss Vale Central,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,1269,-5.93
NSW,125,Hume,2801,Moss Vale Central,18135,GRANT,David,5,N,N,ALP,Labor,949,5.93
NSW,125,Hume,949,Murringo,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,106,-10.26
NSW,125,Hume,949,Murringo,18135,GRANT,David,5,N,N,ALP,Labor,57,10.26
NSW,125,Hume,1301,Murrumbateman,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,733,-4.32
NSW,125,Hume,1301,Murrumbateman,18135,GRANT,David,5,N,N,ALP,Labor,680,4.32
NSW,125,Hume,1302,Murrumburrah,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,361,-10.54
NSW,125,Hume,1302,Murrumburrah,18135,GRANT,David,5,N,N,ALP,Labor,294,10.54
NSW,125,Hume,32480,New Berrima,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,82,-14.7
NSW,125,Hume,32480,New Berrima,18135,GRANT,David,5,N,N,ALP,Labor,120,14.7
NSW,125,Hume,956,Penrose,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,75,0.33
NSW,125,Hume,956,Penrose,18135,GRANT,David,5,N,N,ALP,Labor,69,-0.33
NSW,125,Hume,44771,Picton (Hume),17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,131,-11.56
NSW,125,Hume,44771,Picton (Hume),18135,GRANT,David,5,N,N,ALP,Labor,116,11.56
NSW,125,Hume,957,Reids Flat,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,40,-16.18
NSW,125,Hume,957,Reids Flat,18135,GRANT,David,5,N,N,ALP,Labor,28,16.18
NSW,125,Hume,2805,Robertson,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,506,-11.14
NSW,125,Hume,2805,Robertson,18135,GRANT,David,5,N,N,ALP,Labor,561,11.14
NSW,125,Hume,958,Rugby,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,23,-18.48
NSW,125,Hume,958,Rugby,18135,GRANT,David,5,N,N,ALP,Labor,18,18.48
NSW,125,Hume,959,Rye Park,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,77,-3.02
NSW,125,Hume,959,Rye Park,18135,GRANT,David,5,N,N,ALP,Labor,35,3.02
NSW,125,Hume,33621,Special Hospital Team 1,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,99,-2.72
NSW,125,Hume,33621,Special Hospital Team 1,18135,GRANT,David,5,N,N,ALP,Labor,46,2.72
NSW,125,Hume,33702,Special Hospital Team 2,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,45,-12.35
NSW,125,Hume,33702,Special Hospital Team 2,18135,GRANT,David,5,N,N,ALP,Labor,32,12.35
NSW,125,Hume,33703,Special Hospital Team 3,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,47,-0.22
NSW,125,Hume,33703,Special Hospital Team 3,18135,GRANT,David,5,N,N,ALP,Labor,19,0.22
NSW,125,Hume,33704,Special Hospital Team 4,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,60,-20.44
NSW,125,Hume,33704,Special Hospital Team 4,18135,GRANT,David,5,N,N,ALP,Labor,59,20.44
NSW,125,Hume,32915,Sutton,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,544,-1.61
NSW,125,Hume,32915,Sutton,18135,GRANT,David,5,N,N,ALP,Labor,501,1.61
NSW,125,Hume,966,Sutton Forest,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,274,-10.17
NSW,125,Hume,966,Sutton Forest,18135,GRANT,David,5,N,N,ALP,Labor,164,10.17
NSW,125,Hume,14092,Sydney (Hume),17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,23,-5.61
NSW,125,Hume,14092,Sydney (Hume),18135,GRANT,David,5,N,N,ALP,Labor,27,5.61
NSW,125,Hume,1698,Tahmoor,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,1231,-10.36
NSW,125,Hume,1698,Tahmoor,18135,GRANT,David,5,N,N,ALP,Labor,1207,10.36
NSW,125,Hume,967,Tallong,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,177,-2.98
NSW,125,Hume,967,Tallong,18135,GRANT,David,5,N,N,ALP,Labor,127,2.98
NSW,125,Hume,968,Tarago,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,189,-4.98
NSW,125,Hume,968,Tarago,18135,GRANT,David,5,N,N,ALP,Labor,174,4.98
NSW,125,Hume,969,Taralga,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,279,-3.82
NSW,125,Hume,969,Taralga,18135,GRANT,David,5,N,N,ALP,Labor,92,3.82
NSW,125,Hume,1702,Thirlmere,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,998,-9.98
NSW,125,Hume,1702,Thirlmere,18135,GRANT,David,5,N,N,ALP,Labor,1010,9.98
NSW,125,Hume,973,Tuena,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,45,-8.29
NSW,125,Hume,973,Tuena,18135,GRANT,David,5,N,N,ALP,Labor,31,8.29
NSW,125,Hume,733,Wamboin,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,367,-2.25
NSW,125,Hume,733,Wamboin,18135,GRANT,David,5,N,N,ALP,Labor,441,2.25
NSW,125,Hume,1335,Wattle Park,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,418,6.72
NSW,125,Hume,1335,Wattle Park,18135,GRANT,David,5,N,N,ALP,Labor,283,-6.72
NSW,125,Hume,1336,Wee Jasper,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,27,-27.13
NSW,125,Hume,1336,Wee Jasper,18135,GRANT,David,5,N,N,ALP,Labor,31,27.13
NSW,125,Hume,31242,Welby,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,395,-8.62
NSW,125,Hume,31242,Welby,18135,GRANT,David,5,N,N,ALP,Labor,353,8.62
NSW,125,Hume,976,Wingello,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,152,-1.78
NSW,125,Hume,976,Wingello,18135,GRANT,David,5,N,N,ALP,Labor,129,1.78
NSW,125,Hume,977,Wombat,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,152,-3.86
NSW,125,Hume,977,Wombat,18135,GRANT,David,5,N,N,ALP,Labor,67,3.86
NSW,125,Hume,1712,Yanderra,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,143,-8.83
NSW,125,Hume,1712,Yanderra,18135,GRANT,David,5,N,N,ALP,Labor,184,8.83
NSW,125,Hume,1338,Yass,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,1424,-8.91
NSW,125,Hume,1338,Yass,18135,GRANT,David,5,N,N,ALP,Labor,1282,8.91
NSW,125,Hume,11951,Yass North,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,424,-9.8
NSW,125,Hume,11951,Yass North,18135,GRANT,David,5,N,N,ALP,Labor,437,9.8
NSW,125,Hume,2812,Yerrinbool,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,262,-11.98
NSW,125,Hume,2812,Yerrinbool,18135,GRANT,David,5,N,N,ALP,Labor,277,11.98
NSW,125,Hume,980,Young,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,1358,-11.15
NSW,125,Hume,980,Young,18135,GRANT,David,5,N,N,ALP,Labor,957,11.15
NSW,125,Hume,982,Young North,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,756,-12.9
NSW,125,Hume,982,Young North,18135,GRANT,David,5,N,N,ALP,Labor,578,12.9
NSW,125,Hume,11952,Young South,17952,SCHULTZ,Alby,4,Y,Y,LP,Liberal,919,-9.96
NSW,125,Hume,11952,Young South,18135,GRANT,David,5,N,N,ALP,Labor,596,9.96
NSW,126,Hunter,1345,Aberdare,17209,BLACK,Beth,3,N,N,NP,Nationals,278,-2.77
NSW,126,Hunter,1345,Aberdare,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,950,2.77
NSW,126,Hunter,1346,Aberdare West,17209,BLACK,Beth,3,N,N,NP,Nationals,183,-2.84
NSW,126,Hunter,1346,Aberdare West,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,532,2.84
NSW,126,Hunter,1061,Aberdeen,17209,BLACK,Beth,3,N,N,NP,Nationals,385,-20.36
NSW,126,Hunter,1061,Aberdeen,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,694,20.36
NSW,126,Hunter,322,Abermain,17209,BLACK,Beth,3,N,N,NP,Nationals,281,-3.16
NSW,126,Hunter,322,Abermain,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,987,3.16
NSW,126,Hunter,1349,Ashtonfield,17209,BLACK,Beth,3,N,N,NP,Nationals,947,-4.39
NSW,126,Hunter,1349,Ashtonfield,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1343,4.39
NSW,126,Hunter,1351,Bellbird,17209,BLACK,Beth,3,N,N,NP,Nationals,285,1.74
NSW,126,Hunter,1351,Bellbird,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,842,-1.74
NSW,126,Hunter,328,Black Hill,17209,BLACK,Beth,3,N,N,NP,Nationals,91,0.82
NSW,126,Hunter,328,Black Hill,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,60,-0.82
NSW,126,Hunter,1071,Blandford,17209,BLACK,Beth,3,N,N,NP,Nationals,101,-15.12
NSW,126,Hunter,1071,Blandford,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,91,15.12
NSW,126,Hunter,1354,Branxton,17209,BLACK,Beth,3,N,N,NP,Nationals,612,-5.24
NSW,126,Hunter,1354,Branxton,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1264,5.24
NSW,126,Hunter,1356,Broke,17209,BLACK,Beth,3,N,N,NP,Nationals,137,-4.33
NSW,126,Hunter,1356,Broke,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,170,4.33
NSW,126,Hunter,1078,Bunnan,17209,BLACK,Beth,3,N,N,NP,Nationals,66,-14.12
NSW,126,Hunter,1078,Bunnan,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,26,14.12
NSW,126,Hunter,1348,Calvary Retirement Community,17209,BLACK,Beth,3,N,N,NP,Nationals,23,-12.36
NSW,126,Hunter,1348,Calvary Retirement Community,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,101,12.36
NSW,126,Hunter,1083,Cassilis,17209,BLACK,Beth,3,N,N,NP,Nationals,90,-13.47
NSW,126,Hunter,1083,Cassilis,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,54,13.47
NSW,126,Hunter,1357,Cessnock,17209,BLACK,Beth,3,N,N,NP,Nationals,283,0.68
NSW,126,Hunter,1357,Cessnock,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,728,-0.68
NSW,126,Hunter,1358,Cessnock East,17209,BLACK,Beth,3,N,N,NP,Nationals,192,-1.27
NSW,126,Hunter,1358,Cessnock East,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,660,1.27
NSW,126,Hunter,1360,Cessnock North,17209,BLACK,Beth,3,N,N,NP,Nationals,316,-1.17
NSW,126,Hunter,1360,Cessnock North,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,730,1.17
NSW,126,Hunter,1362,Cessnock West,17209,BLACK,Beth,3,N,N,NP,Nationals,568,-0.32
NSW,126,Hunter,1362,Cessnock West,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1469,0.32
NSW,126,Hunter,1363,Denman,17209,BLACK,Beth,3,N,N,NP,Nationals,415,-6.3
NSW,126,Hunter,1363,Denman,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,619,6.3
NSW,126,Hunter,1364,East Maitland,17209,BLACK,Beth,3,N,N,NP,Nationals,387,-4.37
NSW,126,Hunter,1364,East Maitland,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,680,4.37
NSW,126,Hunter,1365,East Maitland Heights,17209,BLACK,Beth,3,N,N,NP,Nationals,485,-1.84
NSW,126,Hunter,1365,East Maitland Heights,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,735,1.84
NSW,126,Hunter,1366,East Maitland South,17209,BLACK,Beth,3,N,N,NP,Nationals,646,-6.03
NSW,126,Hunter,1366,East Maitland South,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,934,6.03
NSW,126,Hunter,1367,Eastville,17209,BLACK,Beth,3,N,N,NP,Nationals,117,0.07
NSW,126,Hunter,1367,Eastville,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,334,-0.07
NSW,126,Hunter,1369,Elderslie,17209,BLACK,Beth,3,N,N,NP,Nationals,104,-0.07
NSW,126,Hunter,1369,Elderslie,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,109,0.07
NSW,126,Hunter,1370,Ellalong,17209,BLACK,Beth,3,N,N,NP,Nationals,187,-0.95
NSW,126,Hunter,1370,Ellalong,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,315,0.95
NSW,126,Hunter,1371,Francis Street,17209,BLACK,Beth,3,N,N,NP,Nationals,195,5.33
NSW,126,Hunter,1371,Francis Street,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,511,-5.33
NSW,126,Hunter,1372,Gillieston Heights,17209,BLACK,Beth,3,N,N,NP,Nationals,114,-6.42
NSW,126,Hunter,1372,Gillieston Heights,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,277,6.42
NSW,126,Hunter,33177,Glendon,17209,BLACK,Beth,3,N,N,NP,Nationals,119,-2.75
NSW,126,Hunter,33177,Glendon,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,78,2.75
NSW,126,Hunter,33272,Glendon Brook,17209,BLACK,Beth,3,N,N,NP,Nationals,82,-4.8
NSW,126,Hunter,33272,Glendon Brook,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,59,4.8
NSW,126,Hunter,1355,Greenlands,17209,BLACK,Beth,3,N,N,NP,Nationals,108,-5.12
NSW,126,Hunter,1355,Greenlands,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,81,5.12
NSW,126,Hunter,1375,Greta,17209,BLACK,Beth,3,N,N,NP,Nationals,405,1.48
NSW,126,Hunter,1375,Greta,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,941,-1.48
NSW,126,Hunter,1107,Gundy,17209,BLACK,Beth,3,N,N,NP,Nationals,88,-18.3
NSW,126,Hunter,1107,Gundy,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,59,18.3
NSW,126,Hunter,1377,Jerrys Plains,17209,BLACK,Beth,3,N,N,NP,Nationals,117,-7.94
NSW,126,Hunter,1377,Jerrys Plains,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,111,7.94
NSW,126,Hunter,1379,Kearsley,17209,BLACK,Beth,3,N,N,NP,Nationals,196,1.08
NSW,126,Hunter,1379,Kearsley,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,465,-1.08
NSW,126,Hunter,1380,Kitchener,17209,BLACK,Beth,3,N,N,NP,Nationals,133,-1.88
NSW,126,Hunter,1380,Kitchener,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,282,1.88
NSW,126,Hunter,356,Kurri Kurri,17209,BLACK,Beth,3,N,N,NP,Nationals,399,0.11
NSW,126,Hunter,356,Kurri Kurri,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1329,-0.11
NSW,126,Hunter,357,Kurri Kurri East,17209,BLACK,Beth,3,N,N,NP,Nationals,509,-1.26
NSW,126,Hunter,357,Kurri Kurri East,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1560,1.26
NSW,126,Hunter,1382,Lochinvar,17209,BLACK,Beth,3,N,N,NP,Nationals,461,-3.5
NSW,126,Hunter,1382,Lochinvar,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,632,3.5
NSW,126,Hunter,1384,Lower Belford,17209,BLACK,Beth,3,N,N,NP,Nationals,113,-10.02
NSW,126,Hunter,1384,Lower Belford,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,138,10.02
NSW,126,Hunter,1385,Maitland,17209,BLACK,Beth,3,N,N,NP,Nationals,173,3.84
NSW,126,Hunter,1385,Maitland,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,336,-3.84
NSW,126,Hunter,1388,Maitland Hospital,17209,BLACK,Beth,3,N,N,NP,Nationals,247,-1.87
NSW,126,Hunter,1388,Maitland Hospital,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,388,1.87
NSW,126,Hunter,1389,Maitland West,17209,BLACK,Beth,3,N,N,NP,Nationals,350,-2.13
NSW,126,Hunter,1389,Maitland West,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,674,2.13
NSW,126,Hunter,1391,Martindale,17209,BLACK,Beth,3,N,N,NP,Nationals,93,-6.65
NSW,126,Hunter,1391,Martindale,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,42,6.65
NSW,126,Hunter,1393,Merriwa,17209,BLACK,Beth,3,N,N,NP,Nationals,391,-22.78
NSW,126,Hunter,1393,Merriwa,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,458,22.78
NSW,126,Hunter,1395,Milbrodale,17209,BLACK,Beth,3,N,N,NP,Nationals,110,-10.71
NSW,126,Hunter,1395,Milbrodale,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,152,10.71
NSW,126,Hunter,1397,Millfield,17209,BLACK,Beth,3,N,N,NP,Nationals,139,-3.76
NSW,126,Hunter,1397,Millfield,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,263,3.76
NSW,126,Hunter,1122,Moonan Flat,17209,BLACK,Beth,3,N,N,NP,Nationals,101,-17.64
NSW,126,Hunter,1122,Moonan Flat,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,51,17.64
NSW,126,Hunter,363,Mulbring,17209,BLACK,Beth,3,N,N,NP,Nationals,263,-0.29
NSW,126,Hunter,363,Mulbring,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,330,0.29
NSW,126,Hunter,1130,Murrurundi,17209,BLACK,Beth,3,N,N,NP,Nationals,249,-20.77
NSW,126,Hunter,1130,Murrurundi,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,309,20.77
NSW,126,Hunter,1131,Muswellbrook,17209,BLACK,Beth,3,N,N,NP,Nationals,369,-6.14
NSW,126,Hunter,1131,Muswellbrook,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,820,6.14
NSW,126,Hunter,1132,Muswellbrook East,17209,BLACK,Beth,3,N,N,NP,Nationals,490,-5.92
NSW,126,Hunter,1132,Muswellbrook East,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1093,5.92
NSW,126,Hunter,1133,Muswellbrook North,17209,BLACK,Beth,3,N,N,NP,Nationals,332,-7.08
NSW,126,Hunter,1133,Muswellbrook North,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,692,7.08
NSW,126,Hunter,1134,Muswellbrook South,17209,BLACK,Beth,3,N,N,NP,Nationals,203,-5.66
NSW,126,Hunter,1134,Muswellbrook South,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,536,5.66
NSW,126,Hunter,1401,Neath,17209,BLACK,Beth,3,N,N,NP,Nationals,74,-1.34
NSW,126,Hunter,1401,Neath,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,213,1.34
NSW,126,Hunter,1410,North Rothbury,17209,BLACK,Beth,3,N,N,NP,Nationals,61,6.78
NSW,126,Hunter,1410,North Rothbury,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,146,-6.78
NSW,126,Hunter,1402,Nulkaba,17209,BLACK,Beth,3,N,N,NP,Nationals,306,4.67
NSW,126,Hunter,1402,Nulkaba,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,312,-4.67
NSW,126,Hunter,1404,Paxton,17209,BLACK,Beth,3,N,N,NP,Nationals,149,1.66
NSW,126,Hunter,1404,Paxton,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,295,-1.66
NSW,126,Hunter,364,Pelaw Main,17209,BLACK,Beth,3,N,N,NP,Nationals,111,3.06
NSW,126,Hunter,364,Pelaw Main,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,379,-3.06
NSW,126,Hunter,1405,Pokolbin,17209,BLACK,Beth,3,N,N,NP,Nationals,186,7.29
NSW,126,Hunter,1405,Pokolbin,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,84,-7.29
NSW,126,Hunter,1412,Rutherford,17209,BLACK,Beth,3,N,N,NP,Nationals,369,-5.16
NSW,126,Hunter,1412,Rutherford,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1006,5.16
NSW,126,Hunter,1413,Rutherford North,17209,BLACK,Beth,3,N,N,NP,Nationals,1034,-6.71
NSW,126,Hunter,1413,Rutherford North,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,2424,6.71
NSW,126,Hunter,8870,Rutherford West,17209,BLACK,Beth,3,N,N,NP,Nationals,186,-3.94
NSW,126,Hunter,8870,Rutherford West,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,540,3.94
NSW,126,Hunter,1415,Sandy Hollow,17209,BLACK,Beth,3,N,N,NP,Nationals,110,-9.39
NSW,126,Hunter,1415,Sandy Hollow,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,139,9.39
NSW,126,Hunter,1146,Scone,17209,BLACK,Beth,3,N,N,NP,Nationals,691,-21.37
NSW,126,Hunter,1146,Scone,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,748,21.37
NSW,126,Hunter,1148,Scone East,17209,BLACK,Beth,3,N,N,NP,Nationals,372,-23.95
NSW,126,Hunter,1148,Scone East,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,538,23.95
NSW,126,Hunter,1147,Scone High School,17209,BLACK,Beth,3,N,N,NP,Nationals,410,-23.54
NSW,126,Hunter,1147,Scone High School,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,554,23.54
NSW,126,Hunter,1417,Singleton,17209,BLACK,Beth,3,N,N,NP,Nationals,538,-5.53
NSW,126,Hunter,1417,Singleton,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,948,5.53
NSW,126,Hunter,1419,Singleton East,17209,BLACK,Beth,3,N,N,NP,Nationals,354,0.06
NSW,126,Hunter,1419,Singleton East,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,368,-0.06
NSW,126,Hunter,1418,Singleton Heights,17209,BLACK,Beth,3,N,N,NP,Nationals,1116,-5.93
NSW,126,Hunter,1418,Singleton Heights,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,2034,5.93
NSW,126,Hunter,1421,Singleton South,17209,BLACK,Beth,3,N,N,NP,Nationals,698,-4.21
NSW,126,Hunter,1421,Singleton South,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1421,4.21
NSW,126,Hunter,33627,Special Hospital Team 1,17209,BLACK,Beth,3,N,N,NP,Nationals,35,-8.83
NSW,126,Hunter,33627,Special Hospital Team 1,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,111,8.83
NSW,126,Hunter,33669,Special Hospital Team 2,17209,BLACK,Beth,3,N,N,NP,Nationals,52,8.65
NSW,126,Hunter,33669,Special Hospital Team 2,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,73,-8.65
NSW,126,Hunter,33670,Special Hospital Team 3,17209,BLACK,Beth,3,N,N,NP,Nationals,8,-6.24
NSW,126,Hunter,33670,Special Hospital Team 3,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,22,6.24
NSW,126,Hunter,46489,Special Hospital Team 4,17209,BLACK,Beth,3,N,N,NP,Nationals,36,17.33
NSW,126,Hunter,46489,Special Hospital Team 4,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,36,-17.33
NSW,126,Hunter,369,Stanford Merthyr,17209,BLACK,Beth,3,N,N,NP,Nationals,180,3.52
NSW,126,Hunter,369,Stanford Merthyr,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,500,-3.52
NSW,126,Hunter,14096,Sydney (Hunter),17209,BLACK,Beth,3,N,N,NP,Nationals,5,-13.99
NSW,126,Hunter,14096,Sydney (Hunter),18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,11,13.99
NSW,126,Hunter,1423,Telarah,17209,BLACK,Beth,3,N,N,NP,Nationals,384,-4.32
NSW,126,Hunter,1423,Telarah,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1185,4.32
NSW,126,Hunter,1157,Upper Rouchel,17209,BLACK,Beth,3,N,N,NP,Nationals,83,-12.23
NSW,126,Hunter,1157,Upper Rouchel,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,15,12.23
NSW,126,Hunter,378,Weston,17209,BLACK,Beth,3,N,N,NP,Nationals,389,-0.94
NSW,126,Hunter,378,Weston,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,1444,0.94
NSW,126,Hunter,1167,Wingen,17209,BLACK,Beth,3,N,N,NP,Nationals,82,-19.98
NSW,126,Hunter,1167,Wingen,18040,FITZGIBBON,Joel,5,Y,Y,ALP,Labor,86,19.98
