2004 Federal Election House of Representatives First Preferences By Candidate By Polling Place for WA [12246 8/11/2005 11:07:35 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
WA,235,Brand,7493,Mandurah East,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,7,-1.49
WA,235,Brand,7493,Mandurah East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,539,-3.61
WA,235,Brand,7493,Mandurah East,14946,EDMAN,Phil,7,,LP,Liberal,435,14.41
WA,235,Brand,7493,Mandurah East,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,14,0.99
WA,235,Brand,7493,Mandurah East,999,Informal,Informal,999,,,Informal,77,2.3
WA,235,Brand,11897,Meadow Springs,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,34,0.59
WA,235,Brand,11897,Meadow Springs,14146,JENKINS,Jean,2,,GRN,The Greens,66,0.2
WA,235,Brand,11897,Meadow Springs,14139,KETTLE,Gerard,3,,IND,Independent,24,1.33
WA,235,Brand,11897,Meadow Springs,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,38,-3.47
WA,235,Brand,11897,Meadow Springs,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,11,-1.72
WA,235,Brand,11897,Meadow Springs,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,613,-4.32
WA,235,Brand,11897,Meadow Springs,14946,EDMAN,Phil,7,,LP,Liberal,999,19.97
WA,235,Brand,11897,Meadow Springs,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,13,0.56
WA,235,Brand,11897,Meadow Springs,999,Informal,Informal,999,,,Informal,104,1.97
WA,235,Brand,33073,Meadow Springs North,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,16,1.7
WA,235,Brand,33073,Meadow Springs North,14146,JENKINS,Jean,2,,GRN,The Greens,13,-0.27
WA,235,Brand,33073,Meadow Springs North,14139,KETTLE,Gerard,3,,IND,Independent,2,0.26
WA,235,Brand,33073,Meadow Springs North,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,18,-1.83
WA,235,Brand,33073,Meadow Springs North,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,0,-1.04
WA,235,Brand,33073,Meadow Springs North,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,250,1
WA,235,Brand,33073,Meadow Springs North,14946,EDMAN,Phil,7,,LP,Liberal,464,13.76
WA,235,Brand,33073,Meadow Springs North,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,4,0.52
WA,235,Brand,33073,Meadow Springs North,999,Informal,Informal,999,,,Informal,45,2.5
WA,235,Brand,7496,Medina,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,44,0.73
WA,235,Brand,7496,Medina,14146,JENKINS,Jean,2,,GRN,The Greens,131,2.68
WA,235,Brand,7496,Medina,14139,KETTLE,Gerard,3,,IND,Independent,30,1.32
WA,235,Brand,7496,Medina,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,89,-3.56
WA,235,Brand,7496,Medina,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,17,-1.09
WA,235,Brand,7496,Medina,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1326,-5.79
WA,235,Brand,7496,Medina,14946,EDMAN,Phil,7,,LP,Liberal,603,13.5
WA,235,Brand,7496,Medina,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,32,1.24
WA,235,Brand,7496,Medina,999,Informal,Informal,999,,,Informal,193,1.78
WA,235,Brand,7501,Parmelia,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,40,0.57
WA,235,Brand,7501,Parmelia,14146,JENKINS,Jean,2,,GRN,The Greens,112,2.12
WA,235,Brand,7501,Parmelia,14139,KETTLE,Gerard,3,,IND,Independent,18,0.79
WA,235,Brand,7501,Parmelia,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,70,-3.46
WA,235,Brand,7501,Parmelia,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,17,-2.15
WA,235,Brand,7501,Parmelia,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1348,-3.83
WA,235,Brand,7501,Parmelia,14946,EDMAN,Phil,7,,LP,Liberal,653,14.3
WA,235,Brand,7501,Parmelia,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,25,0.82
WA,235,Brand,7501,Parmelia,999,Informal,Informal,999,,,Informal,183,2.13
WA,235,Brand,13694,Perth (Brand),14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,3,5.56
WA,235,Brand,13694,Perth (Brand),14146,JENKINS,Jean,2,,GRN,The Greens,5,6.76
WA,235,Brand,13694,Perth (Brand),14139,KETTLE,Gerard,3,,IND,Independent,1,1.85
WA,235,Brand,13694,Perth (Brand),14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,3,-1.94
WA,235,Brand,13694,Perth (Brand),14961,PARTRIDGE,John,5,,DEM,Australian Democrats,1,-3.15
WA,235,Brand,13694,Perth (Brand),14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,24,-8.06
WA,235,Brand,13694,Perth (Brand),14946,EDMAN,Phil,7,,LP,Liberal,16,9.63
WA,235,Brand,13694,Perth (Brand),14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,1,1.85
WA,235,Brand,13694,Perth (Brand),999,Informal,Informal,999,,,Informal,2,1.13
WA,235,Brand,31674,Port Kennedy,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,50,1.32
WA,235,Brand,31674,Port Kennedy,14146,JENKINS,Jean,2,,GRN,The Greens,101,0.93
WA,235,Brand,31674,Port Kennedy,14139,KETTLE,Gerard,3,,IND,Independent,34,1.28
WA,235,Brand,31674,Port Kennedy,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,57,-2.62
WA,235,Brand,31674,Port Kennedy,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,28,-2.14
WA,235,Brand,31674,Port Kennedy,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1218,-8.67
WA,235,Brand,31674,Port Kennedy,14946,EDMAN,Phil,7,,LP,Liberal,1138,20.62
WA,235,Brand,31674,Port Kennedy,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,21,0.66
WA,235,Brand,31674,Port Kennedy,999,Informal,Informal,999,,,Informal,165,2.53
WA,235,Brand,34336,Port Kennedy East,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,13,1.15
WA,235,Brand,34336,Port Kennedy East,14146,JENKINS,Jean,2,,GRN,The Greens,36,1.81
WA,235,Brand,34336,Port Kennedy East,14139,KETTLE,Gerard,3,,IND,Independent,9,1.22
WA,235,Brand,34336,Port Kennedy East,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,8,-3.8
WA,235,Brand,34336,Port Kennedy East,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,5,-2.37
WA,235,Brand,34336,Port Kennedy East,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,321,-13.33
WA,235,Brand,34336,Port Kennedy East,14946,EDMAN,Phil,7,,LP,Liberal,346,26.64
WA,235,Brand,34336,Port Kennedy East,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,2,0.27
WA,235,Brand,34336,Port Kennedy East,999,Informal,Informal,999,,,Informal,39,1.48
WA,235,Brand,34234,Prison Mobile Team 1,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14146,JENKINS,Jean,2,,GRN,The Greens,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14139,KETTLE,Gerard,3,,IND,Independent,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14946,EDMAN,Phil,7,,LP,Liberal,0,0
WA,235,Brand,34234,Prison Mobile Team 1,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,0,0
WA,235,Brand,34234,Prison Mobile Team 1,999,Informal,Informal,999,,,Informal,0,0
WA,235,Brand,7503,Rockingham,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,85,1.71
WA,235,Brand,7503,Rockingham,14146,JENKINS,Jean,2,,GRN,The Greens,161,1.4
WA,235,Brand,7503,Rockingham,14139,KETTLE,Gerard,3,,IND,Independent,90,2.55
WA,235,Brand,7503,Rockingham,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,99,-2.3
WA,235,Brand,7503,Rockingham,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,29,-1.21
WA,235,Brand,7503,Rockingham,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1732,-4.75
WA,235,Brand,7503,Rockingham,14946,EDMAN,Phil,7,,LP,Liberal,1291,17.03
WA,235,Brand,7503,Rockingham,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,43,1.04
WA,235,Brand,7503,Rockingham,999,Informal,Informal,999,,,Informal,260,1.76
WA,235,Brand,7504,Rockingham Beach,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,40,1.23
WA,235,Brand,7504,Rockingham Beach,14146,JENKINS,Jean,2,,GRN,The Greens,93,0.96
WA,235,Brand,7504,Rockingham Beach,14139,KETTLE,Gerard,3,,IND,Independent,40,1.86
WA,235,Brand,7504,Rockingham Beach,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,37,-3.51
WA,235,Brand,7504,Rockingham Beach,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,13,-1.62
WA,235,Brand,7504,Rockingham Beach,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,936,-4.99
WA,235,Brand,7504,Rockingham Beach,14946,EDMAN,Phil,7,,LP,Liberal,970,19.11
WA,235,Brand,7504,Rockingham Beach,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,24,0.94
WA,235,Brand,7504,Rockingham Beach,999,Informal,Informal,999,,,Informal,144,1.14
WA,235,Brand,34335,Rockingham Central,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,14,1.01
WA,235,Brand,34335,Rockingham Central,14146,JENKINS,Jean,2,,GRN,The Greens,39,1.52
WA,235,Brand,34335,Rockingham Central,14139,KETTLE,Gerard,3,,IND,Independent,9,1.07
WA,235,Brand,34335,Rockingham Central,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,22,-2.49
WA,235,Brand,34335,Rockingham Central,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,5,-1.46
WA,235,Brand,34335,Rockingham Central,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,425,-3.05
WA,235,Brand,34335,Rockingham Central,14946,EDMAN,Phil,7,,LP,Liberal,311,17.3
WA,235,Brand,34335,Rockingham Central,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,14,1.51
WA,235,Brand,34335,Rockingham Central,999,Informal,Informal,999,,,Informal,40,-0.53
WA,235,Brand,32166,Rottnest (Brand),14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,1,-0.5
WA,235,Brand,32166,Rottnest (Brand),14146,JENKINS,Jean,2,,GRN,The Greens,1,-4.85
WA,235,Brand,32166,Rottnest (Brand),14139,KETTLE,Gerard,3,,IND,Independent,0,0
WA,235,Brand,32166,Rottnest (Brand),14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,0,-4.35
WA,235,Brand,32166,Rottnest (Brand),14961,PARTRIDGE,John,5,,DEM,Australian Democrats,0,0
WA,235,Brand,32166,Rottnest (Brand),14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,14,1.68
WA,235,Brand,32166,Rottnest (Brand),14946,EDMAN,Phil,7,,LP,Liberal,10,12.37
WA,235,Brand,32166,Rottnest (Brand),14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,0,-4.35
WA,235,Brand,32166,Rottnest (Brand),999,Informal,Informal,999,,,Informal,0,-8
WA,235,Brand,7507,Safety Bay,14181,VETTOOR,Rajesh,1,,CDP,CDP Christian Party,101,2.18
WA,235,Brand,7507,Safety Bay,14146,JENKINS,Jean,2,,GRN,The Greens,190,0.97
WA,235,Brand,7507,Safety Bay,14139,KETTLE,Gerard,3,,IND,Independent,54,1.65
WA,235,Brand,7507,Safety Bay,14419,STOCKDEN,Garth,4,,HAN,Pauline Hanson's One Nation,69,-4.46
WA,235,Brand,7507,Safety Bay,14961,PARTRIDGE,John,5,,DEM,Australian Democrats,35,-1.57
WA,235,Brand,7507,Safety Bay,14546,BEAZLEY,Kim,6,#,ALP,Australian Labor Party,1379,-3.32
WA,235,Brand,7507,Safety Bay,14946,EDMAN,Phil,7,,LP,Liberal,1403,18.72
WA,235,Brand,7507,Safety Bay,14562,TOTTEN,Rob,8,,CEC,Citizens Electoral Council,41,1.17
